,i,j,Lon,Lat,SL,UC,Code,Error
26431072,3473,2953,115.75,-8.41666666666667,-63.8892879927933,-33.6834365325034,13,212
26431073,3474,2953,115.783333333333,-8.41666666666667,-81.349039099612,-44.8319751329865,13,212
26431074,3475,2953,115.816666666667,-8.41666666666667,-93.954965363353,-53.5035775084677,13,212
26431075,3476,2953,115.85,-8.41666666666667,-103.331647837491,-59.1606975508679,13,212
26431076,3477,2953,115.883333333333,-8.41666666666667,-109.378735889679,-60.951752283331,13,212
26441831,3432,2952,114.383333333333,-8.38333333333334,7.9103153537542,7.3334453537542,13,212
26441832,3433,2952,114.416666666667,-8.38333333333334,9.5132234030101,8.88922340301011,13,212
26441833,3434,2952,114.45,-8.38333333333334,25.6978422890139,24.6181891207918,13,212
26441834,3435,2952,114.483333333333,-8.38333333333334,66.2304335476958,63.5000199868923,13,212
26441835,3436,2952,114.516666666667,-8.38333333333334,112.072513757157,106.885104412511,13,212
26441836,3437,2952,114.55,-8.38333333333334,140.590934568498,133.573089339156,13,212
26441837,3438,2952,114.583333333333,-8.38333333333334,152.652949078046,144.775235110241,13,212
26441838,3439,2952,114.616666666667,-8.38333333333334,157.482540248918,148.791006748381,13,212
26441839,3440,2952,114.65,-8.38333333333334,159.313090426086,149.450458891161,13,212
26441840,3441,2952,114.683333333333,-8.38333333333334,158.370971663655,147.739512504574,13,212
26441841,3442,2952,114.716666666667,-8.38333333333334,155.793085583469,144.988182646221,13,212
26441842,3443,2952,114.75,-8.38333333333334,153.403378980346,142.433596730632,13,212
26441843,3444,2952,114.783333333333,-8.38333333333334,150.848606797176,139.769564505143,888,-888
26441844,3445,2952,114.816666666667,-8.38333333333334,147.275698541664,136.361277579006,108,100
26441845,3446,2952,114.85,-8.38333333333334,142.57353029605,132.075257679555,108,100
26441846,3447,2952,114.883333333333,-8.38333333333334,136.821322163585,127.002303127087,108,100
26441847,3448,2952,114.916666666667,-8.38333333333334,130.415964835913,121.31113644268,108,100
26441848,3449,2952,114.95,-8.38333333333334,123.21243088604,115.175489643453,108,100
26441849,3450,2952,114.983333333333,-8.38333333333334,115.629693443384,108.863849100871,108,100
26441850,3451,2952,115.016666666667,-8.38333333333334,108.529279769011,102.737761849853,108,100
26441851,3452,2952,115.05,-8.38333333333334,101.748616258655,97.0831549068014,108,100
